RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11
273756,Forest Hills,Florida,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102e3,114500,116100,120600,123100,124600,121500,120600,119500,109600,106500,104800,108400,113400,124200,136400,141900,145900,149400,145800,144e3,139700,146400,151200,155600,154500,152700,152e3,151500,154500,147300,147700,141900,152600,155400,159800,152300,162900,163500,183400,173600,192700,180700,190200,169900,166300,156800,157600,
403113,Foster-Powell,Oregon,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345600,334400,326700,311200,327600,332500,343800,333400,340600,344600,346200,361300,371400,379300,368100,355100,346200,353100,367e3,381100,372100,373500,370900,392e3,383500,375500,354800,341400,330500,338400,361700
274188,Kingfield,Minnesota,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258700,267800,271e3,261400,250700,235300,242200,227e3,230400,219500,259700,280300,278800,254700,255200,260700,305400,290600,287200,260300,281300,266200,245400,232700,252e3,268300,259500,269600,277200,308200,307100,319500,298900,315400,305e3,316900,324100,327800,328e3,299900,306700,315800,344900
268250,Land Park,California,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417200,412700,436700,456400,457700,461300,491700,487600,511700,465800,466200,460900,504700,533500,522300,514700,489e3,485700,475400,509800,495900,512600,516500,519900,519e3,505200,511200,500700,535900,538200,541700,523700,535300,670700,675100,710400,655600,666200,632600,553600,561600,531500,528700,524400,553300,634900,636700,717100,677400,658400,596900,612900,611e3,657200,688200,671700
207061,Kenton,Oregon,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224e3,225200,227400,243600,245300,264500,256100,259600,245900,235800,229600,223200,241100,252600,263500,264700,264900,274300,279800,278100,263500,261900,271300,280600,288700,284e3,288800,282e3,29e4,289800,308100,320600,331300,334800,320600,334500,336500,345700,335700,342700,350700,359400,361900,364600,369e3,351300,368200,370900,392800,397300,396300,397300,388100,390200,39e4,414600,404100,463400,441400,464500,407300,402500,401500,394300,394900,401500,401800,411800
403512,Sloan Lake,Colorado,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376500,371100,365e3,365300,367700,353200,352200,346800,34e4,327200,353700,345400,352700,349e3,377200,389300,400400,392800,396300,412200,433e3,454800,443500,448200,447900,472400,471600,451200,419300,422500,464900,490200,501700,487100,481800,516500,519300,511600,479300,482700,494900,503400,478e3,473600,490900,557800,560700,522e3,489300,514e3,531900,561100,594600,649100,639700,606900,586900,582300,600600,632100,647900,683400,653600,615800,581100,552500,585400
271131,Sexton Mountain,Oregon,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346700,337800,349800,349500,356500,317700,301100,294800,303800,302400,303900,302200,277800,292100,293400,310400,273700,254800,275100,289400,296800,262900,251700,264500,284300,310900,307600,280500,294500,322600,343e3,323200,294500,323e3,370500,35e4,338e3,293500,332100,343e3,335700,365300,360100,381e3,387700,365700,347800,363300,379700,455600,435300,430300,371900,353300,396e3,441e3,409500,376300
737811,West Harpeth,Tennessee,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271700,261200,253300,257500,309500,339800,345100,322900,314900,332300,341500,323400,328300,322200,356400,359700,342900,316400,310600,321700,311800,309900,308700,329300,320500,338400,365800,389100,397100,372600,367700,384300,418300,417700,381700,377800,367200,382200,357600,354600,360700,358400,370900,377900,388400,376300,388e3,393700,425200,411900,399500,456900,453100,490600,435400,429400,415800,422600,461500,473e3,447600,420400,396200,431900,423100,430800,415800,421700,427700,440600,471700,483700,513700
343871,Glenwood,North Carolina,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525500,543600,556600,571700,552700,563300,593200,626700,609300,571800,601200,625800,655800,623300,649500,622400,700200,712e3,696900,607300,509e3,528700,528500,530400,568600,569900,616400,631900,666800,661700,536300,548300,
273399,Crescent Hill,Kentucky,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251900,249900,258800,241400,260600,247100,265200,260200,257600,279400,246900,259800,236500,286400,278600,256800,251300,257300,308900,309900,309100,247100,234400,250600,272e3,266400,252100,257900,291500,272200,327100
270248,Princeton Heights,Missouri,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136700,136300,133100,116200,118200,120900,142e3,136500,132700,130100,129600,133e3,133600,141500,132100,127200,126500,137100,150100,150200,145300,144800,140600,148400,141400,146900,154200,154500,170500,162e3,164100
269330,Grant Park,Georgia,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14e4,141300,150900,165300,178300,181700,189700,191800,209400,220300,217200,22e4,215900,220800,213800,214400,227600,235800,251900,263100,262600,254700,262200,269e3,272700,256e3,248200,236200,247100,262400,279300,275200,288800,294800,297100,278100,267400,274800,306300,301700,293100,276e3,281200,28e4,269e3,270300,279400,281900,300200,317900,347700,368500,362800,338300,323900,328800,332800,333600,351400,330400,322300,322e3,341900,365200,365600,370300,346400,376400,378200,409700,370500,430900,419e3,439700,406300,415700,409300,393900,408800,409700,
268773,Washington Park West,Colorado,744,,,,,,,,,,,,,,317e3,332600,359300,352700,376700,348500,384e3,363800,371300,38e4,391300,391600,360800,357500,355700,358800,383500,373800,368300,365300,365700,386800,354700,354500,365400,366300,389200,373500,383700,374800,375e3,371500,350200,394800,402800,413300,374700,378400,401500,394700,4e5,402500,418800,436100,420300,485300,489700,518300,446400,439100,426200,405700,391800,402900,403700,417400,430900,516400,484500,458600,401100,447100,461500,458800,453800,452700,454800,470900,462900,464300,461100,475900,481800,443900,476100,499200,552300,514500,492400,483600,495400,539600,553200,559100,538900,549900,554800,559100,553100,61e4,638100,622700,585400,561400,565600,573500,662900,671500,651700,573500,584100,583200,599e3,617200,640200,732500,747800,740100,669300,618200,655500,653800,674800,634100,594700,577100
273470,Dietz,Arizona,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117100,105500,11e4,120400,127300,126900,130600,129500,133600,135100,143300,134700,133700,130800,134300,136e3,130700,135800,139100,134700,131e3,132200,150600,157800,155600,147500,129700,121400,132900,146300,150100,145600,158200,175200,174300,153600,151300,151700,163700,172200,174800,174900
40585,Riviera Beach,Maryland,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169900,196400,209600,208400,202300,196300,200400,201900,222600,225200,230500,227500,226400,213800,183800,182500,185200,214500,211400,212400,209500,219400,224900,232700,23e4,232700,227100,226e3,219400,208100,203500,209100,22e4,222200,221900,210600,214e3,212800,215400,211900,210500,219300,225500,209700,203400,200400,213600,218500,217500,223300,223500,231200,243500,243800,242500,244500,240200,232800,220700,225300,229100,233700,245100,245400,247600,242600,234700,236100,219800,241200,228e3,247400,242400,255600,250100,256400,257900,267600
276500,Old Seminole Heights,Florida,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74600,65200,67e3,61e3,73400,75400,76500,75400,78700,82200,70900,74700,77100,92500,85700,89200,84200,101600,106200,113200,107500,109800,112300,129300,126100,121200,96e3,103500,113700,116100,120500,116500,137200,139300,144400,143900,149200,153800,167200,170100,170600,156400,157300,156e3,156800,171600,177700,182500,166100,161100,162600,166100,164700,162700,154400,158400,166600,181800,190300,211300,211400,202300,188900,183500,184800,187900,
