"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10"
"Logan Square","Chicago","IL","Chicago-Naperville-Elgin","Cook County",53,,,,,,1450,1495,1500,1500,1495,1495,1495,1495,1500,1600,1750,1800,1650,1592.5,1600,1700,1595,1472.5,1600,1500,1550,1595,1650,1725,1795,1850,1900,1950,1800,1800,1750,1800,1800,1800,1952.5,1995,1950,1895,1900,1897.5,1774.5,1800,1700,1800,1900,1650,1890,1950,2000,1995,1875,1850,1800,1800,1800,1872.5,1850,1895,1900,1982.5,2000,2000,2100,2100,1950,1900,1850,1937.5,1900,1900,2000,2025,2095,2000,1995,1900,1850,1800,1775,1790,1900,2100,2000,1995,2012.5,2000,2000,1900,1850
"Lower East Side","New York","NY","New York-Newark-Jersey City","New York County",54,,,3200,3525,3650,3600,3750,3750,3750,3945,3750,3695,3600,3795,3900,3900,4095,4000,4200,4500,4750,4575,4200,4200,4400,4400,4382.5,4300,4295,4350,4200,4200,4495,4450,4350,4350,4497.5,4500,4500,4500,4495,4495,4491,4578,4586.5,4500,4475,4288,4355,4500,4500,4500,4695,4695,4745,4750,4675,4675,4554.5,4625,4580,4580,4895,4847.5,4747.5,4900,4762,4750,4600,4995,4600,4695,4787.5,4500,4500,4500,4500,4500,4500,4585,4444,4200,4500,4500,4550,4500,4745,4710,4800,4650,4750,4650,4595,4500
"Northridge","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2599,2625,2700,2700,2797.5,2800,2795,2795,2800,2800,2800,2825,2772.5,2800,2850,2900,2895,2899.5,2798,2825
"Flushing","New York","NY","New York-Newark-Jersey City","Queens County",56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2300,2350,2400,2400,2500,2300,2472.5,2500,2500,2550,2500,2500,2500,2500,2500,2400,2500,2462.5,2400,2475,2400,2400
"Alafaya","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",57,,1200,1212.5,1225,1250,1295,1295,1295,1293.5,1250,1225,1250,1250,1230,1250,1252.5,1250,1295,1296.5,1295,1295,1295,1260,1275,1250,1250,1295,1300,1300,1300,1297.5,1300,1300,1295,1295,1300,1300,1295,1299,1300,1350,1350,1375,1325,1325,1350,1320,1320,1300,1350,1343,1350,1395,1395,1425,1395,1400,1395,1400,1400,1400,1425,1400,1395,1400,1425,1460,1475,1400,1500,1450,1467.5,1495,1500,1475,1520,1545,1540,1563,1575,1595,1568.5,1550,1568.5,1550,1550,1570,1600,1617.5,1610,1625,1656.5,1650,1694
"South Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2225,2225,2300,2300,2400,2350,2400,2300,2300,2250,2400,2375,2400,2350
"Ahwatukee Foothills","Phoenix","AZ","Phoenix-Mesa-Scottsdale","Maricopa County",59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.5,1346,1348,1367,1418.5,1436,1360,1385.5,1400,1338,1405,1397.5,1332,1400,1480,1481,1494,1478
"Sharpstown","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1395,1400,1400,1400,1395,1397.5,1400,1450,1397.5,1350,1350,1395,1372.5,1400,1399,1400,1495,1497.5,1462.5,1450,1495
"West","Arlington","TX","Dallas-Fort Worth-Arlington","Tarrant County",61,,,,,,1150,1095,995,1095,1100,1082.5,1095,1100,1122.5,1072.5,1095,1095,1100,1097.5,1135,1100,1100,1100,1125,1100,1150,1150,1150,1157.5,1150,1156.5,1106.5,1150,1150,1150,1150,1150,1177.5,1195,1195,1200,1250,1250,1250,1250,1249.5,1200,1200,1297.5,1299,1250,1295,1295,1312.5,1350,1350,1350,1275.5,1295,1350,1350,1395,1372.5,1385,1347.5,1350,1425,1362.5,1400,1425,1350,1397.5,1397.5,1400,1397.5,1450,1475,1550,1525,1495,1500,1500,1495,1495,1500,1495,1500,1550,1590,1550,1550,1500,1497.5,1495
"North Hollywood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2992.5,3185,3290,3325,3325,3225,3190,3315,3300,3275,3200,3297.5,3307.5,3224.5,3297.5,3341.5,3370,3400,3300,3362,3299,3237.5
"San Pedro","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2300,2400,2400,2540,2530,2540,2450,2500,2650,2500,2495,2400,2495,2595,2500,2500,2795,2775,2800,2700,2650
"North Valley","San Jose","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County",64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3180,3200,3200,3200,3245,3350,3325,3300,3225,3200,3200,3200,3249.5,3350,3300,3300,3397.5,3425,3497.5,3500,3400,3400
"Woodland Hills","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",65,,,2900,2700,2700,2500,2595,2595,2472.5,2500,2500,2422.5,2347.5,2625,2500,2482.5,2800,2660,2650,2650,2675,2592.5,2500,2690,2550,2415,2402.5,2650,2650,2697.5,2350,2485,2897.5,2900,2950,2997,2797.5,2776.5,2797.5,2795,2700,3000,3000,2947.5,3000,2895,2872.5,2852,2895,2975,2999,2925,2999,2950,3000,2999.5,2999,2975,3126,3167.5,3484,3118,2999,2995,3325,3287,3096,3205.5,3370,3055,2999,2935,3000,3000,3000,3200,3250,3350,3400,3339,3200,3200,3104.5,3273,3292.5,3161.5,3200,3250,3300,3389.5,3297.5,3175,3240,3297.5
"Eldridge - West Oaks","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.5,1975,1925,2000,2200,2100,2200,2059,1795,1875.5,1900,2000,2000,2000,2000,1900,1900,1997.5,1950,1845,1845,1700,1750,1800,1773,1800,1752.5,1699.5,1895,1710,1720,1725,1785,1660,1700,1647,1697.5,1695,1695,1700,1750,1774.5,1761,1761,1800,1812.5,1781.5,1761,1797,1774,1759.5,1780,1792.5,1798,1850,1850,1875
"Murray Hill","New York","NY","New York-Newark-Jersey City","Queens County",67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2090,2100,2100,2100,2000,1950,2000,2000,2000,2000,2000,2100,2100,2100,2175,2200,2225,2200,2200,2200,2200,2200,2150,2200,2200,2300,2300,2200,2200,2200,2250,2285,2300,2400,2300,2300,2300,2300,2400,2297.5,2300,2400,2500,2400,2450,2500,2400,2400,2400,2400,2450,2400,2350,2390,2500,2500,2500,2500,2350,2300,2300,2350,2400,2400,2350
"North Raleigh","Raleigh","NC","Raleigh","Wake County",68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252,1245,1234,1247.5,1276.5,1267.5,1357.5,1245,1268.5,1290,1395,1392,1335,1357.5,1525,1475,1400,1400,1390,1405,1328
"Canyon Country","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2275,2294.5,2300,2302.5,2305,2254,2275,2395,2350,2399,2299,2295,2269.5,2350,2295,2350,2620,2688,2702,2624,2620,2475
"Mira Mesa","San Diego","CA","San Diego-Carlsbad","San Diego County",70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2325,2425,2500,2450,2500,2500,2500,2670,2547,2562,2500,2500,2535.5,2530,2569.5,2563,2650,2650,2725,2732.5,2675,2600
"Cordova-Appling","Memphis","TN","Memphis","Shelby County",71,,,,,,,1150,1150,1175,1095,1095,1125,1095,1100,1100,1095,1100,1120.5,1125,1107.5,1095,1097.5,1100,1145,1067.5,1095,1100,1100,1095,1100,1150,1095,1092.5,1095,1100,1100,1112.5,1100,1125,1125,1175,1165,1150,1125,1145,1150,1125,1150,1160,1175,1175,1195,1175,1195,1195,1195,1155,1195,1195,1195,1195,1200,1237.5,1220,1195,1199,1195,1174.5,1200,1150,1195,1195,1195,1150,1195,1223,1200,1200,1200,1195,1200,1250,1250,1250,1250,1250,1270,1280,1295,1250,1275,1270,1250,1250
"Northwest Raleigh","Raleigh","NC","Raleigh","Wake County",72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.5,1300,1297,1375,1404,1383.5,1368.5,1352,1407.5,1399,1469,1441,1331,1369,1320,1244.5,1275,1269,1295,1295,1328,1370,1399,1419,1420,1427,1412.5,1400,1405,1389,1395,1410,1395,1395,1401.5,1400,1403,1424,1395
"Valencia","Santa Clarita","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",73,,,,,,,,,,,,,2350,2450,2297.5,2200,2195,2300,2400,2280,2240,2165,2160,2100,2100,2100,2195,2295,2300,2215,2300,2300,2350,2375,2383,2350,2350,2352.5,2373.5,2399,2400,2400,2395,2400,2450,2400,2400,2450,2450,2450,2432.5,2450,2475,2462.5,2427.5,2500,2475,2485,2499,2495,2462,2500,2595,2550,2425,2550,2600,2697.5,2550,2525,2595,2594.5,2650,2620,2675,2600,2700,2700,2700,2700,2700,2695,2750,2750,2700,2795,2800,2750,2758,2917.5,2900,2895,2900,2900
"Reseda","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597.5,2600,2625,2702.5,2750,2695,2625,2672.5,2765.5,2770,2750,2772.5,2795,2795,2747.5,2795,2795,2850,2900,2950
"Ridgewood","New York","NY","New York-Newark-Jersey City","Queens County",75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2300,2200,2200,2300,2300,2400,2400,2390,2375,2330,2400,2500,2500,2600,2600,2500,2625,2600,2550,2700,2800,2850,2850,2850,2800,2695,2800,2800,2750,2695,2695,2600,2650,2650,2650,2695,2700,2745,2700,2700,2650,2658,2698.5,2649.5,2650,2699,2749,2700,2700,2700,2650,2700
"Central Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1387.5,1350,1360,1390,1375,1375,1350,1350,1395,1400,1400,1450,1450,1425,1400,1350,1375,1362.5,1300,1340,1337.5,1400,1400,1425,1425,1397.5,1380,1350
"West Rogers Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",77,,,,,,,1300,1300,1495,1400,1495,1495,1387.5,1400,1400,1450,1450,1499,1450,1487.5,1500,1500,1425,1400,1425,1425,1500,1500,1600,1500,1400,1500,1595,1595,1595,1550,1500,1500,1500,1500,1600,1600,1600,1600,1595,1600,1550,1550,1600,1600,1500,1600,1600,1525,1550,1600,1575,1545,1600,1500,1500,1500,1500,1492.5,1500,1600,1625,1485,1475,1572.5,1500,1500,1500,1550,1512.5,1550,1650,1675,1650,1675,1595,1500,1595,1595,1600,1650,1650,1650,1600,1600,1615,1637.5,1725,1799.5
"East Village","New York","NY","New York-Newark-Jersey City","New York County",78,,3197.5,3500,3695,3772.5,3650,3700,3800,3800,4000,3995,4000,4150,4095,4000,3995,4200,4250,4200,4200,4250,4250,4295,4250,4295,4295,4295,4300,4250,4295,4300,4250,4250,4250,4300,4350,4350,4400,4400,4400,4500,4495,4595,4500,4400,4400,4400,4400,4700,4795,4807.5,4700,4500,4600,4550,4500,4450,4495,4495,4495,4495,4500,4495,4550,4550,4700,4700,4562.5,4495,4350,4492.5,4290,4495,4500,4550,4750,4650,4600,4700,4595,4600,4495,4300,4395,4490,4430,4497.5,4795,4800,4772.5,4790,4790,4600,4500
"South Dorchester","Boston","MA","Boston-Cambridge-Newton","Suffolk County",79,,,,,,,,1500,1500,1550,1550,1550,1570,1600,1650,1600,1700,1600,1650,1700,1700,1700,1700,1700,1700,1700,1700,1667,1700,1700,1650,1700,1700,1700,1750,1700,1750,1797.5,1750,1750,1700,1700,1700,1850,1750,1750,1800,1750,1800,1800,1900,1900,1900,1900,1900,1950,1950,1950,1925,1900,1900,1925,1900,2000,2100,2000,2075,2125,1895,2050,1985,2100,2150,2200,2350,2350,2300,2300,2300,2200,2200,2200,2200,2250,2300,2350,2400,2395,2350,2400,2400,2400,2400,2362.5
"Park Slope","New York","NY","New York-Newark-Jersey City","Kings County",80,,,,,,,,,,,,,,,3200,3200,3290,3300,3500,3500,3400,3300,3250,3250,3300,3400,3300,3300,3395,3500,3300,3300,3295,3295,3799,3950,3795,3700,3800,3800,3799,3900,3750,3650,3700,3500,3500,3600,3800,3700,3900,3700,3599,3700,3785,3700,3600,3600,3750,3600,3600,3550,3550,3500,3600,3700,3650,3700,3900,3575,3575,3400,3650,3600,3500,3500,3600,3695,3750,3650,3800,3800,3689,3736.5,3895,3750,3799,3750,3812.5,3765.5,3812.5,3831,3825,3968.5
"Hickory Ridge-South Riverdale","Memphis","TN","Memphis","Shelby County",81,,,,,,,,,,,,,,,,,,,900,900,875,895,950,897.5,895,900,925,937.5,950,950,950,900,895,895,895,950,975,950,950,950,950,950,950,925,950,950,950,950,950,950,950,950,925,950,950,950,950,950,975,962.5,950,995,995,990,975,995,950,975,950,995,975,975,975,975,995,995,995,995,995,950,975,995,995,995,995,995,995,995,995,997.5,1025,1025,995,995
"South Belt - Ellington","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1450,1396,1437.5,1437.5,1450,1450,1495,1450,1372.5,1450,1480,1480,1450,1423.5,1475,1507.5,1497.5,1500,1497.5,1495
"Greater Fondren Southwest","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1297.5,1297.5,1250,1325,1350,1300,1300,1397.5,1275,1225,1200,1262.5,1295,1300,1375,1387.5,1400,1400,1400,1399
"Clear Lake","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1572,1525,1572,1599.5,1600,1585,1600,1600,1600,1600,1650,1700,1561,1597.5,1600,1572,1550,1550,1495,1550,1559.5,1560,1575,1600
"Princess Anne","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",85,1525,1500,1500,1500,1500,1545,1500,1537.5,1500,1500,1495,1495,1500,1500,1500,1550,1550,1575,1575,1550,1537.5,1500,1500,1500,1500,1485,1495,1500,1595,1595,1595,1545,1500,1497,1495,1450,1450,1485,1500,1500,1550,1565,1595,1522.5,1550,1550,1550,1575,1550,1550,1500,1500,1595,1595,1575,1595,1550,1575,1550,1562.5,1595,1550,1550,1550,1575,1585,1562.5,1600,1595,1600,1525,1557.5,1595,1595,1550,1550,1600,1635,1600,1600,1600,1595,1500,1500,1550,1600,1600,1600,1600,1600,1600,1595,1595,1597.5
"Southeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",86,,,,,1095,1095,1050,1050,1095,1022.5,1095,1050,1050,1075,1095,1095,1095,1072.5,1095,1095,1095,1050,1050,1050,1050,1095,1100,1100,1150,1100,1100,1100,1095,1100,1097.5,1095,1095,1095,1095,1095,1100,1100,1100,1100,1100,1150,1145,1125,1125,1100,1095,1100,1150,1195,1200,1200,1150,1150,1150,1175,1195,1150,1195,1162.5,1195,1247.5,1195,1225,1250,1250,1225,1275,1250,1275,1295,1287.5,1300,1325,1300,1325,1325,1350,1300,1350,1375,1350,1350,1350,1350,1350,1397.5,1375,1362.5,1350
"East Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1387.5,1425,1395,1395,1325,1350,1425,1395,1350,1350,1339,1379,1450,1495,1450,1395,1400,1475,1450,1450
"Northeast Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",88,,,,,,,,,,,,,,,1200,1195,1200,1200,1200,1172.5,1185,1150,1200,1194.5,1150,1149,1147.5,1195,1195,1200,1262.5,1250,1250,1250,1250,1250,1250,1250,1250,1250,1295,1237.5,1295,1247.5,1295,1250,1250,1295,1262,1250,1295,1275,1295,1300,1300,1300,1250,1297.5,1285,1300,1312.5,1325,1375,1300,1300,1337.5,1350,1395,1395,1350,1337.5,1350,1395,1350,1400,1462.5,1500,1450,1400,1500,1500,1500,1419.5,1472.5,1459,1500,1520,1550,1550,1563,1550,1513,1550,1587
"Gravesend","New York","NY","New York-Newark-Jersey City","Kings County",89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,2700,2500,2300,2200,2200,2300,2300,2300,2100,2100,2200,2200,2300,2200,2200,2200,2200,2199,2000,2050,2100,2299
"Kingwood","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",90,,,,,,,,,,,,,,,1287.5,1400,1400,1425,1420,1375,1400,1362.5,1380,1375,1295,1390,1320,1440,1482.5,1300,1462.5,1400,1450,1437.5,1495,1350,1428,1500,1500,1512,1400,1450,1450,1450,1495,1500,1550,1555,1600,1545,1521,1487.5,1600,1650,1617.5,1650,1675,1550,1537.5,1577.5,1595,1550,1623.5,1564,1595,1515,1600,1575,1500,1550,1450,1450,1545,1550,1550,1550,1597,1595,1550,1550,1625,1510,1625,1600,1600,1557.5,1575,1600,1600,1600,1627.5,1600,1607.5,1620
"Bath Beach","New York","NY","New York-Newark-Jersey City","Kings County",91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1950,1900,1850,1850,1900,1850,1850,1800,1900,1900,1950,2000,1850,2000,2000,2000,2000,2000,2000,2000,2000,2100,2200,2100,2100,2100,2000,2000,2100,2200,2100,2000,2100,2050,2100,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2200,2300,2300,2300,2300,2150,2150,2200,2200,2150,2299,2300,2300
"Central Colorado Springs","Colorado Springs","CO","Colorado Springs","El Paso County",92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300,1300,1297.5,1450,1450,1450,1450,1440,1497.5,1497.5,1415,1500,1500,1425,1500,1500,1545,1525,1500,1500,1500
"Ozone Park","New York","NY","New York-Newark-Jersey City","Queens County",93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2200,2125,2200,2275,2300,2300,2250,2200,2300,2300,2200,2250,2300,2300,2300,2300,2300,2300,2300,2272.5
"Woodward Park","Fresno","CA","Fresno","Fresno County",94,,,,,,,,,,,,,,,,,,,1395,1350,1350,1425,1425,1437.5,1450,1425,1425,1500,1450,1400,1495,1400,1400,1400,1400,1395,1395,1395,1395,1374,1395,1450,1400,1395,1400,1450,1400,1395,1400,1412.5,1400,1400,1437.5,1472.5,1500,1500,1495,1495,1495,1495,1400,1450,1450,1490,1495,1495,1462.5,1495,1500,1450,1495,1500,1535,1500,1512.5,1525,1500,1595,1612.5,1595,1595,1595,1567.5,1550,1550,1585,1585,1600,1650,1675,1650,1664,1650,1645
"Gramercy","New York","NY","New York-Newark-Jersey City","New York County",95,,,,,,3995,4295,4395,4395,4395,4495,4472.5,4300,4200,4200,4200,4200,4299,4300,4495,4400,4500,4500,4600,4550,4600,4600,4600,4625.5,4600,4650,4650,4600,4687.5,4650,4750,4650,4650,4695,4650,4500,4695,5268.5,5226.5,5200,5325,5325,5325,5295,5195,5195,5195,5025,5157,5100,5197.5,5295,5200,5200,5200,5200,5197.5,5082,5000,5000,5075,5000,5000,5200,5325,5000,5000,5156,5200,5197.5,5200,5000,5187,5200,5205.5,5200,5100,5037.5,5197.5,5200,5200,5295,5200,5200,5200,5200,5295,5200,5195
"South Austin","Chicago","IL","Chicago-Naperville-Elgin","Cook County",96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1230,1250,1250,1200,1295,1203.5,1250,1250,1157.5,1250,1237.5,1200,1250,1275,1250,1250,1200,1251.5,1300,1300
"The Heights","Jersey City","NJ","New York-Newark-Jersey City","Hudson County",97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1800,1800,1900,1900,1775,1950,1725,1695,1737.5,1700,1800,1800,1987.5,1925,1950,2000,2025,2000,2100,2125,2125,2100,2100,2125,2000,2100,2150,2200,2150,2100,2150,2175,1975,2100,2150,2150,2100,2200,2250,2200,2200,2300,2300,2250,2100,2100,2200,2200,2200,2250,2197.5,2150,2200,2350,2300,2300
"Roxbury","Boston","MA","Boston-Cambridge-Newton","Suffolk County",98,,,,,,,,1595,1562.5,1562.5,1595,1595,1625,1637.5,1650,1800,1800,1800,1750,1850,1800,1800,1800,1900,1800,1800,1800,1800,1950,1975,2000,2100,1800,1825,1825,1900,1900,2100,2100,2150,2200,2200,2200,2100,2100,2095,2147.5,2195,2400,2400,2400,2425,2400,2400,2400,2400,2400,2200,2200,2400,2500,2625,2625,2550,2600,2600,2500,2500,2475,2400,2200,2300,2700,2700,2700,2700,2600,2600,2550,2500,2450,2400,2500,2600,2725,2800,2800,2750,2750,2795,2795,2750,2695,2500
"Valley Glen","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3150,3050,3150,3200,3000,3050,3175,2945,3195,3000,3000,3200,3200
"Centennial Hills","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",100,1195,1150,1195,1150,1150,1195,1195,1150,1155,1150,1100,1100,1095,1097.5,1095,1095,1095,1082.5,1100,1100,1095,1095,1050,1062.5,1075,1050,1050,1075,1095,1099.5,1095,1100,1100,1100,1100,1100,1100,1095,1095,1095,1100,1100,1100,1149.5,1150,1150,1125,1150,1150,1150,1195,1152.5,1195,1175,1195,1150,1175,1195,1162.5,1150,1190,1200,1197,1175,1199,1240,1225,1197,1195,1215,1245,1195,1249,1250,1250,1250,1295,1299,1295,1295,1295,1295,1275,1295,1295,1300,1300,1346,1395,1370,1395,1383.5,1396.5,1410
"Lone Mountain","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",101,,,,,1100,1100,1150,1100,1100,1100,1075,1075,1095,1050,1050,1095,1100,1100,1100,1100,1095,1075,1050,1050,1050,1050,1075,1100,1095,1125,1100,1100,1095,1095,1100,1100,1100,1100,1100,1100,1100,1150,1175,1175,1150,1150,1185,1150,1100,1150,1150,1195,1195,1150,1195,1195,1195,1195,1195,1195,1195,1195,1197.5,1200,1200,1200,1220,1200,1195,1175,1200,1207.5,1200,1250,1267,1277,1295,1295,1295,1295,1295,1299,1300,1299.5,1300,1295,1300,1350,1350,1365,1365,1400,1397,1395
"Albany Park","Chicago","IL","Chicago-Naperville-Elgin","Cook County",102,,,,,,,,,,,,,,,,,,1450,1400,1450,1300,1300,1300,1350,1350,1400,1500,1350,1400,1350,1400,1600,1550,1425,1365,1475,1475,1497.5,1490,1500,1500,1500,1550,1500,1550,1500,1425,1425,1425,1485,1495,1575,1600,1600,1600,1650,1650,1600,1575,1507.5,1500,1500,1550,1575,1650,1650,1600,1650,1600,1600,1600,1597.5,1597.5,1600,1600,1700,1650,1650,1650,1650,1647,1635,1625,1600,1700,1725,1700,1750,1750,1700,1700,1747.5,1762.5,1795
"Westwood","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5950,5497.5,5292.5,5950,5995,5962.5,5892.5,5606,5800,5995,5600,6500,6500,6072.5,6299,6212.5,6212.5,6272.5,6257.5,6125,6500
"Raleigh","Memphis","TN","Memphis","Shelby County",104,,,,,,,,,850,795,750,750,762.5,795,797.5,797.5,862.5,835,795,795,760,750,750,780,795,795,790,775,775,795,800,800,800,795,812.5,825,825,825,825,825,795,795,795,795,795,795,800,825,797.5,795,795,795,800,799.5,825,795,795,795,775,795,795,825,850,825,825,850,875,850,850,850,875,895,860,850,795,775,795,825,850,850,850,850,850,825,825,850,850,860,875,895,895,895,895,875
"Kempsville","Virginia Beach","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City",105,1200,1250,1250,1250,1325,1300,1300,1250,1250,1250,1250,1200,1250,1250,1295,1295,1295,1275,1275,1275,1295,1295,1295,1262.5,1295,1275,1270,1299,1295,1295,1275,1250,1250,1250,1250,1285,1250,1250,1250,1257.5,1295,1295,1295,1260,1285,1295,1300,1300,1297.5,1295,1297.5,1300,1350,1304.5,1300,1300,1297.5,1300,1295,1295,1275,1250,1247.5,1252.5,1295,1295,1300,1297.5,1300,1295,1310,1300,1275,1295,1295,1300,1295,1295,1295,1295,1297.5,1295,1295,1295,1295,1295,1295,1300,1317.5,1300,1320,1300,1307.5,1375
