"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2018-11-30,"Northwest","CA","San Diego-Carlsbad","San Diego County","Chula Vista",162,2416,0.0070862859524802,0.00876826722338205,0.0134228187919463,7075
2018-11-30,"Northeast Anaheim","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",163,2843,0.00958806818181818,0.00708466170740347,0.00672804532577904,7218
2018-11-30,"Michael Way","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",164,1232,0.00983606557377049,0.0139917695473251,0.0318257956448911,9692
2018-11-30,"Greater Uptown","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",165,4341,0.00115313653136531,-0.00504240201696081,-0.0678548421730728,8621
2018-11-30,"Lower Valley","TX","El Paso","El Paso County","El Paso",166,868,0.0116550116550117,0.0128354725787631,-0.00458715596330275,11408
2018-11-30,"Golfcrest - Bellfort - Reveille","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",167,1339,0.00224550898203593,0.00299625468164794,0.00450112528132033,9085
2018-11-30,"Highland Park","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",168,2879,0.00875963559915907,0.0155202821869489,0.0162372043769855,6408
2018-11-30,"Oxford Circle","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",169,1290,0.000775795190069822,0.00702576112412178,0.0173501577287066,3883
2018-11-30,"Granada Hills","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",170,3072,0.00721311475409836,0.00589390962671906,0.0329522528581036,14041
2018-11-30,"Cambrian Park","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",171,3631,0.00137892995035852,0.00387061100359414,0.00693288962839711,18050
2018-11-30,"Oak Lawn","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",172,1755,0.00573065902578797,0.00978135788262371,-0.0151515151515152,2753
2018-11-30,"University City","CA","San Diego-Carlsbad","San Diego County","San Diego",173,3301,0.0216651191581554,0.0216651191581554,-0.0110844817255842,4887
